,pca_comp_0,pca_comp_1
0,-7.2947222097731,-5.617201520642885
1,-6.787908082286225,-3.428220706436631
2,-7.030237931176198,-4.6902624516626785
3,-7.110610775163809,-5.491784316444557
4,-7.535135688794911,-2.4530410664369713
5,11.27483322946777,-1.896459179449246
6,-7.172905500487399,-4.540941216949699
7,10.17949591923057,-2.3891592629465586
8,10.780314416290981,-1.7907172582707076
9,-6.476784423612967,-2.7218999732583975
10,-5.286193443609694,1.9972564897749545
11,-6.152167446772837,-3.658748843266933
12,11.73555079796232,-2.205884381176632
13,-6.3979981275845645,-4.267457573182338
14,-5.105223908719448,2.332594482393834
15,-4.219312992074999,3.4084657593818517
16,-6.533175146063902,-3.293774933036187
17,-6.6101367592186895,-3.7246400308028154
18,9.8152270968885,-2.83459807961802
19,-6.431671235259411,0.687353220038942
20,11.398932410384772,-2.387276628144085
21,11.455484634781287,-2.2147587746487685
22,-5.94047056391278,1.9953391658876287
23,-5.451537352985887,-3.2851896485210537
24,-5.638926274393723,-1.475154508744554
25,-5.05498276880634,-2.7383091848700896
26,11.047536433392722,-2.3112686144125756
27,-5.570327805937664,-3.8993009100016818
28,-7.278522965595578,-1.7005973810719497
29,-5.440087949014353,-2.6005034595184164
30,-5.316693613149054,-4.50140775025626
31,11.385908879227067,-1.9839503676918924
32,-6.765751595647871,-1.6941880734633652
33,-6.332745273284698,-3.32923109568306
34,11.813898478084138,-1.9417086540708282
35,-5.4752393049559664,-1.9758301393226738
36,-5.149215781984621,-3.1536402656781344
37,-7.109336910292119,-1.0833840549196128
38,-5.87521473504141,0.08432424844412921
39,-4.400649075804956,3.3086605704955807
40,-6.757306988145341,0.5129812441279822
41,-6.379605702898815,-4.645844173456088
42,-5.377547597218088,1.2209183856146484
43,-6.451092590624878,0.2967136252471856
44,-6.026215464542879,0.11335085826540689
45,-5.1643507695117785,-4.538406208722107
46,-2.331154594745443,4.73977957174779
47,-2.224098873575222,4.7169032316835855
48,11.896048306644131,-1.498422868493827
49,-3.9878112119283835,2.7939224815118866
50,-5.694256127011047,0.1749572231410718
51,-6.240978480970432,-1.1939291143058295
52,-3.751264376264101,2.2449276776743803
53,-5.558655378849328,-1.1063755731581273
54,12.29344032122088,-1.788230981976173
55,-5.441088675648326,-5.683176695277356
56,-0.5321003240899934,5.755831373250352
57,-2.672900089573724,4.053172406733009
58,-5.373820190799231,-4.900907210929925
59,-5.367709773583538,-2.831675325837714
60,-5.389347243398879,-2.250942274926751
61,-5.147737344654982,2.0860442529984247
62,-6.220639380609526,-0.1144995033420606
63,-3.0913441165438575,3.664973221537332
64,-5.15115121648277,-4.779962071204945
65,-5.873996558450604,-2.9189365929887785
66,-6.474490286839452,0.04861313565463487
67,-4.722157079522698,1.6438074929340782
68,-1.6674496543156674,4.573716609382696
69,-5.516426407691053,-4.588384163967473
70,11.281278656935246,-2.3603729840210885
71,-3.3997834853394764,3.0492272133257075
72,-4.958489706693633,-3.1753593255907036
73,11.508759359640516,-2.3890497766358707
74,-4.88777597002448,-1.7792251352678068
75,-5.645258628670187,-4.7954710684678075
76,-3.772422884414594,3.218879186117088
77,12.346871382703576,-1.0415540400599397
78,-6.107955900369818,-1.1017790832591001
79,-5.505459500255536,-3.7651398132562344
80,-5.23860014928079,1.4978756167777822
81,-5.232294130918969,-4.090221335538557
82,-6.046877695455536,0.0353631208864778
83,-6.66516941153965,-2.7884520031758098
84,-2.0145475913423927,4.268344386441045
85,-6.483110127838777,-1.9636589785312724
86,-5.659194549188454,-4.240284235280744
87,-4.574415540533841,1.845419820947184
88,-4.919768602717722,0.1029794066609782
89,-5.4721005733887615,-3.7889655396166133
90,-6.229005356348996,0.6484336940634161
91,-4.503592444323401,2.3883934174012382
92,-5.102414724012462,-3.8314936367766044
93,-5.97677629289955,-2.197147295611329
94,-6.1549855083469796,-3.500015401555055
95,-5.893672507856022,0.23970209540445278
96,-2.918269471070385,3.556929615062917
97,-4.942684980304385,-3.542603609498488
98,-5.600155276603961,-0.383887800168463
99,-2.80592209149528,3.2143937301647916
100,-5.120715949382919,-5.18588471674042
101,-6.607030578999567,-0.14639055532148962
102,-5.495946967335512,0.911347007725263
103,-4.278966876133574,2.450406693195561
104,-5.286541334487982,0.6292125196346833
105,-5.120358798831032,-4.411606776625149
106,10.81088626951858,-2.1324718524819075
107,-6.029842330193399,0.5828891289788808
108,-4.466672927447596,-2.364371817263091
109,-5.979250561212933,-4.2630272863406535
110,-5.680654993431965,0.9339215800432846
111,-5.465698653922989,-4.654859269810893
112,10.712296070242667,-2.660373535088207
113,-2.474163173900939,4.054821393384825
114,-0.09829493038525278,5.296992776518907
115,-5.899962529069785,-1.2927096252518087
116,-4.762032116012477,1.957842012450232
117,-4.992811425557089,-3.4556631219804985
118,-2.776709623937852,3.297485985463659
119,-0.9970659743314573,4.949285618000516
120,-5.5031690282533345,-3.6041796715403307
121,-5.786147246796305,-0.7152001368790063
122,-5.475626035449127,-3.2249317114131664
123,-5.839731160855864,-1.2998387177001511
124,-5.316713765781542,0.6323487649241343
125,-4.776284976233702,-3.853902590777884
126,10.633633684903213,-1.9998985281336568
127,-5.740650338652513,0.370367867787416
128,-6.007745129619558,-1.092490838116536
129,-0.9891669065483052,4.799290659559763
130,-5.759724561391763,-3.824060759059701
131,-5.292039018455638,-3.9374079247581344
132,-6.0881255073457305,-0.07460490438197533
133,-6.561413624821005,-0.15219637674653605
134,-4.9672744444421575,-2.406290144796545
135,-5.6670301884607595,1.0157831248800733
136,-5.7949818737398635,0.5455241887161764
137,-5.15036157468891,-3.1754094981290804
138,-5.258251051518054,-2.971133407562732
139,-4.804817097990115,1.4064767744978033
140,-5.661832672736961,1.0065498152321606
141,11.545281493217297,-2.2182163707589195
142,-1.9499644315031608,3.5206822261930752
143,-3.8612470046894183,-2.3123643394161064
144,-2.8700211582471065,3.283535905769903
145,-3.9189197976028884,2.55675785599142
146,-5.280174262992164,-3.0589349372607764
147,-5.888571624015251,-2.0302137286171926
148,12.738713164859188,-1.8279576830527737
149,-5.214922510288648,1.0259823954103013
150,11.527760235698672,-1.5499132628227559
151,0.23616036901910345,6.023569367410671
152,-6.082644204498877,-2.5259382885320676
153,-6.481662787801909,-0.5891177700584971
154,-1.7076947315765745,4.220089433616213
155,-2.2017062314152347,3.9426116053063307
156,-5.320839046719997,0.9283544074682245
157,-5.650411347705669,-2.631329165751575
158,-4.477785544278766,-3.0305924937377964
159,-3.74550900511873,-3.1763781478636615
160,-4.71724132783658,0.28616799393022774
161,-3.1639857831508507,3.1752769119156397
162,12.24191057920396,-1.4987807226152032
163,-5.019785130174188,-2.000544010171934
164,10.156605464379675,-2.3297381407844506
165,-1.928613990491981,4.242746907564432
166,-6.120619032982036,-1.0171479662694423
167,-5.647191806993228,-0.8357397868410062
168,-5.185135357078356,1.6172670163848775
169,-4.839132886428242,0.616986830069907
170,-5.550040632318697,-2.3760195934287163
171,-4.591856583739079,1.3729879531077536
172,-5.731490215760685,-3.1417084540057516
173,-3.6641216219918378,-2.386172497060187
174,-5.117854043360007,-4.530748672631303
175,-5.814966284970341,-0.27494110884365475
176,-3.267172264356962,3.139599064496519
177,-4.911259572805448,-3.642970798025108
178,-2.806881865854366,-0.3275851041788916
179,-5.154366030908791,1.1156442989432502
180,-5.852700718575132,0.8824510970446682
181,-2.847412817784678,3.7759057076721483
182,-5.4939763026942225,0.9861973072654289
183,-3.9723909069102015,1.7653479779506827
184,-5.491161243286199,-0.5252388783867062
185,-5.24514418510173,-3.3827316248606034
186,-5.1177394233951805,-4.941860076525002
187,-5.278422120838311,-2.58089936804146
188,12.858727328238032,-1.6149810510662854
189,-5.540105952009891,-3.1670451364702252
190,-5.764532555843666,0.2987670447452298
191,-2.471554451080511,3.7154971670253616
192,-5.2768498581605865,-3.8659248207043126
193,-0.49250227800746893,4.659380061722375
194,12.319434127348327,-1.9600135019618778
195,12.406998337635036,-1.871590268253495
196,-5.034720101750439,-0.7693634437768928
197,-5.782155212558798,-2.325643524726074
198,11.455153505633684,-2.0139655027874355
199,-5.176049249775826,1.1856785509682373
200,-5.465810962845075,-1.8025059469646074
201,12.484757102207979,-1.7496933761939066
202,-5.456500462100466,-3.6220325696658113
203,-4.818993796316514,-3.561813620907537
204,11.319220338361008,-2.2003198891669875
205,-5.101919237281138,-2.972109841918216
206,-4.289406292121309,2.004256870761764
